BonusID,EmployeeID,BonusAmount,BonusDate,BonusDescription
2861,2861,1640.66,2024-01-03,Holiday bonus.
2862,2862,1031.27,2023-10-25,Project completion bonus.
2863,2863,627.24,2023-11-20,Year-end performance bonus.
2864,2864,1163.68,2024-01-24,Year-end performance bonus.
2865,2865,1168.02,2024-02-26,Sales target achievement bonus.
2866,2866,1522.04,2024-05-14,Sales target achievement bonus.
2867,2867,1560.9,2024-04-30,Holiday bonus.
2868,2868,1035.78,2023-09-06,Holiday bonus.
2869,2869,1857.37,2024-05-18,Holiday bonus.
2870,2870,1554.14,2024-05-03,Employee of the month bonus.
2871,2871,1807.81,2023-11-21,Employee of the month bonus.
2872,2872,1980.97,2023-10-29,Project completion bonus.
2873,2873,1338.05,2024-01-18,Year-end performance bonus.
2874,2874,1098.11,2024-04-17,Holiday bonus.
2875,2875,902.1,2023-08-21,Project completion bonus.
2876,2876,1602.85,2023-10-07,Employee of the month bonus.
2877,2877,1266.02,2024-02-05,Sales target achievement bonus.
2878,2878,1710.88,2024-04-22,Project completion bonus.
2879,2879,1943.01,2024-02-16,Employee of the month bonus.
2880,2880,1446.34,2023-11-02,Sales target achievement bonus.
2881,2881,1485.14,2023-08-28,Holiday bonus.
2882,2882,1956.73,2023-07-04,Year-end performance bonus.
2883,2883,1712.7,2023-07-22,Sales target achievement bonus.
2884,2884,1414.92,2024-02-27,Holiday bonus.
2885,2885,1934.79,2023-06-09,Project completion bonus.
2886,2886,1252.98,2023-12-14,Employee of the month bonus.
2887,2887,1260.78,2024-02-28,Project completion bonus.
2888,2888,1326.1,2024-04-17,Sales target achievement bonus.
2889,2889,1703.15,2023-08-30,Employee of the month bonus.
2890,2890,913.8,2023-09-16,Employee of the month bonus.
2891,2891,547.88,2023-06-28,Project completion bonus.
2892,2892,665.7,2023-12-24,Project completion bonus.
2893,2893,1989.78,2024-05-16,Employee of the month bonus.
2894,2894,745.83,2024-05-03,Sales target achievement bonus.
2895,2895,1072.53,2024-04-17,Project completion bonus.
2896,2896,1599.76,2023-09-09,Employee of the month bonus.
2897,2897,654.64,2024-01-21,Year-end performance bonus.
2898,2898,1889.96,2023-06-19,Employee of the month bonus.
2899,2899,886.15,2023-09-29,Year-end performance bonus.
2900,2900,1455.99,2023-06-09,Employee of the month bonus.
2901,2901,1287.25,2023-12-06,Holiday bonus.
2902,2902,1665.83,2024-05-10,Year-end performance bonus.
2903,2903,1997.35,2024-01-16,Year-end performance bonus.
2904,2904,1567.32,2023-08-12,Year-end performance bonus.
2905,2905,1867.42,2023-10-08,Employee of the month bonus.
2906,2906,586.52,2023-12-06,Sales target achievement bonus.
2907,2907,1892.08,2023-06-19,Employee of the month bonus.
2908,2908,1131.21,2024-04-06,Project completion bonus.
2909,2909,1949.58,2023-10-18,Holiday bonus.
2910,2910,564.72,2024-02-22,Holiday bonus.
2911,2911,1002.5,2024-04-06,Project completion bonus.
2912,2912,1766.91,2023-06-05,Sales target achievement bonus.
2913,2913,1884.57,2023-06-21,Sales target achievement bonus.
2914,2914,988.35,2023-06-11,Employee of the month bonus.
2915,2915,1951.05,2024-04-10,Sales target achievement bonus.
2916,2916,574.83,2023-11-27,Year-end performance bonus.
2917,2917,1472.16,2023-07-18,Employee of the month bonus.
2918,2918,1299.37,2023-09-23,Sales target achievement bonus.
2919,2919,1127.0,2023-07-03,Holiday bonus.
2920,2920,1412.03,2023-09-28,Holiday bonus.
2921,2921,916.29,2023-08-12,Employee of the month bonus.
2922,2922,1356.83,2023-08-17,Project completion bonus.
2923,2923,1407.84,2024-03-20,Year-end performance bonus.
2924,2924,832.84,2023-10-06,Project completion bonus.
2925,2925,1840.64,2024-04-01,Year-end performance bonus.
2926,2926,730.62,2023-05-28,Holiday bonus.
2927,2927,627.3,2024-02-14,Employee of the month bonus.
2928,2928,1145.61,2023-08-18,Employee of the month bonus.
2929,2929,782.75,2023-07-26,Year-end performance bonus.
2930,2930,1161.44,2023-12-08,Holiday bonus.
2931,2931,564.49,2023-06-16,Holiday bonus.
2932,2932,877.72,2024-05-22,Year-end performance bonus.
2933,2933,1407.81,2023-12-16,Holiday bonus.
2934,2934,670.6,2024-04-04,Holiday bonus.
2935,2935,890.25,2023-09-28,Employee of the month bonus.
2936,2936,1204.45,2024-01-26,Year-end performance bonus.
2937,2937,1118.82,2023-11-25,Year-end performance bonus.
2938,2938,1180.24,2023-05-26,Sales target achievement bonus.
2939,2939,1427.3,2023-10-17,Year-end performance bonus.
2940,2940,991.03,2023-08-07,Year-end performance bonus.
2941,2941,669.94,2024-02-02,Project completion bonus.
2942,2942,525.78,2024-05-16,Employee of the month bonus.
2943,2943,739.25,2023-06-29,Year-end performance bonus.
2944,2944,630.87,2023-09-14,Sales target achievement bonus.
2945,2945,1233.91,2024-02-04,Year-end performance bonus.
2946,2946,891.79,2024-01-29,Holiday bonus.
2947,2947,1068.1,2023-12-05,Holiday bonus.
2948,2948,1025.85,2024-03-09,Year-end performance bonus.
2949,2949,1964.55,2023-06-14,Year-end performance bonus.
2950,2950,530.99,2023-11-19,Employee of the month bonus.
2951,2951,1149.19,2023-10-21,Employee of the month bonus.
2952,2952,726.58,2023-12-31,Project completion bonus.
2953,2953,1360.88,2023-06-26,Holiday bonus.
2954,2954,585.44,2023-07-22,Holiday bonus.
2955,2955,1889.34,2024-02-27,Year-end performance bonus.
2956,2956,1866.2,2024-04-22,Holiday bonus.
2957,2957,1813.96,2023-07-31,Employee of the month bonus.
2958,2958,894.76,2023-10-18,Project completion bonus.
2959,2959,1676.85,2024-05-15,Year-end performance bonus.
2960,2960,1876.9,2023-10-07,Sales target achievement bonus.
2961,2961,1358.91,2023-08-06,Sales target achievement bonus.
2962,2962,656.14,2024-02-21,Holiday bonus.
2963,2963,723.85,2023-12-04,Project completion bonus.
2964,2964,1444.79,2024-04-19,Year-end performance bonus.
2965,2965,1879.04,2024-03-02,Sales target achievement bonus.
2966,2966,537.77,2023-11-21,Sales target achievement bonus.
2967,2967,1936.61,2023-12-03,Sales target achievement bonus.
2968,2968,584.96,2023-08-30,Holiday bonus.
2969,2969,1045.54,2023-11-27,Year-end performance bonus.
2970,2970,1743.85,2023-11-14,Project completion bonus.
2971,2971,528.8,2024-03-29,Project completion bonus.
2972,2972,997.64,2023-08-14,Holiday bonus.
2973,2973,1390.8,2023-07-21,Holiday bonus.
2974,2974,768.07,2023-05-26,Project completion bonus.
2975,2975,1711.76,2023-11-03,Employee of the month bonus.
2976,2976,1685.27,2023-06-18,Employee of the month bonus.
2977,2977,1477.73,2023-06-18,Employee of the month bonus.
2978,2978,739.97,2023-09-22,Sales target achievement bonus.
2979,2979,1774.09,2023-06-22,Year-end performance bonus.
2980,2980,655.06,2023-09-03,Employee of the month bonus.
2981,2981,1939.34,2023-12-07,Holiday bonus.
2982,2982,946.6,2023-11-06,Year-end performance bonus.
2983,2983,811.74,2023-11-19,Sales target achievement bonus.
2984,2984,1891.97,2023-10-17,Project completion bonus.
2985,2985,1612.95,2023-07-04,Holiday bonus.
2986,2986,1880.2,2024-02-02,Year-end performance bonus.
2987,2987,1736.56,2023-05-24,Sales target achievement bonus.
2988,2988,1124.53,2024-01-25,Year-end performance bonus.
2989,2989,1604.89,2023-10-14,Holiday bonus.
2990,2990,1068.05,2024-03-27,Sales target achievement bonus.
2991,2991,1599.32,2024-01-09,Project completion bonus.
2992,2992,596.1,2024-03-26,Project completion bonus.
2993,2993,870.6,2024-01-23,Sales target achievement bonus.
2994,2994,500.39,2024-03-05,Year-end performance bonus.
2995,2995,1004.04,2023-07-09,Year-end performance bonus.
2996,2996,1344.75,2023-07-20,Employee of the month bonus.
2997,2997,1063.49,2023-11-03,Project completion bonus.
2998,2998,706.2,2023-07-25,Holiday bonus.
2999,2999,1327.71,2023-06-12,Employee of the month bonus.
3000,3000,1318.64,2023-12-05,Project completion bonus.
3001,3001,1609.4,2024-01-30,Sales target achievement bonus.
3002,3002,882.41,2023-08-15,Project completion bonus.
3003,3003,866.95,2024-03-30,Employee of the month bonus.
3004,3004,1854.91,2023-12-18,Sales target achievement bonus.
3005,3005,1974.97,2023-12-17,Project completion bonus.
3006,3006,1511.14,2023-12-21,Holiday bonus.
3007,3007,1654.97,2023-11-09,Employee of the month bonus.
3008,3008,558.92,2024-01-19,Year-end performance bonus.
3009,3009,688.28,2023-09-07,Project completion bonus.
3010,3010,1673.59,2023-06-02,Holiday bonus.
3011,3011,813.67,2024-02-19,Sales target achievement bonus.
3012,3012,766.0,2023-06-24,Project completion bonus.
3013,3013,1567.68,2024-04-04,Project completion bonus.
3014,3014,1616.16,2023-12-29,Year-end performance bonus.
3015,3015,1143.15,2023-05-27,Sales target achievement bonus.
3016,3016,929.91,2023-12-11,Employee of the month bonus.
3017,3017,1086.93,2023-10-31,Employee of the month bonus.
3018,3018,1737.52,2023-10-04,Employee of the month bonus.
3019,3019,1364.87,2023-07-28,Employee of the month bonus.
3020,3020,1159.01,2024-01-18,Sales target achievement bonus.
3021,3021,932.62,2024-04-05,Project completion bonus.
3022,3022,1426.23,2023-06-14,Holiday bonus.
3023,3023,654.02,2023-12-13,Project completion bonus.
3024,3024,1717.9,2023-08-23,Holiday bonus.
3025,3025,1138.08,2024-03-03,Holiday bonus.
3026,3026,1879.64,2023-11-29,Employee of the month bonus.
3027,3027,1894.11,2023-07-06,Year-end performance bonus.
3028,3028,1080.18,2023-11-08,Year-end performance bonus.
3029,3029,1689.58,2024-05-08,Sales target achievement bonus.
3030,3030,597.25,2023-06-03,Year-end performance bonus.
3031,3031,1564.12,2024-03-23,Year-end performance bonus.
3032,3032,651.95,2023-08-14,Project completion bonus.
3033,3033,851.22,2023-09-24,Employee of the month bonus.
3034,3034,1705.86,2024-03-17,Employee of the month bonus.
3035,3035,1600.27,2024-02-14,Holiday bonus.
3036,3036,866.52,2024-05-02,Year-end performance bonus.
3037,3037,1399.24,2023-05-25,Project completion bonus.
3038,3038,1487.99,2023-08-16,Sales target achievement bonus.
3039,3039,1447.73,2023-06-15,Sales target achievement bonus.
3040,3040,579.22,2023-08-11,Sales target achievement bonus.
3041,3041,733.45,2023-11-04,Year-end performance bonus.
3042,3042,852.7,2023-07-08,Sales target achievement bonus.
3043,3043,1193.76,2024-02-21,Year-end performance bonus.
3044,3044,907.9,2024-02-10,Employee of the month bonus.
3045,3045,1345.56,2023-09-24,Year-end performance bonus.
3046,3046,639.85,2023-09-18,Year-end performance bonus.
3047,3047,1676.61,2023-08-01,Sales target achievement bonus.
3048,3048,899.95,2023-12-06,Project completion bonus.
3049,3049,697.93,2023-08-29,Sales target achievement bonus.
3050,3050,798.35,2024-01-18,Project completion bonus.
3051,3051,1480.36,2024-04-26,Sales target achievement bonus.
3052,3052,1766.25,2024-02-17,Sales target achievement bonus.
3053,3053,1044.92,2023-06-19,Employee of the month bonus.
3054,3054,655.85,2023-06-19,Year-end performance bonus.
3055,3055,1736.68,2023-12-12,Employee of the month bonus.
3056,3056,1297.87,2023-10-06,Project completion bonus.
3057,3057,1071.42,2024-04-10,Project completion bonus.
3058,3058,1866.92,2023-09-03,Project completion bonus.
3059,3059,590.33,2023-06-12,Sales target achievement bonus.
3060,3060,1225.85,2023-12-31,Employee of the month bonus.
3061,3061,1819.05,2023-06-18,Employee of the month bonus.
3062,3062,1186.85,2023-05-30,Employee of the month bonus.
3063,3063,965.41,2023-12-09,Holiday bonus.
3064,3064,1635.47,2024-05-10,Sales target achievement bonus.
3065,3065,1662.35,2023-08-05,Year-end performance bonus.
3066,3066,1257.37,2023-12-16,Employee of the month bonus.
3067,3067,970.46,2023-11-14,Sales target achievement bonus.
3068,3068,1090.19,2023-06-16,Year-end performance bonus.
3069,3069,1753.06,2023-09-06,Holiday bonus.
3070,3070,1482.26,2023-08-22,Project completion bonus.
3071,3071,1142.68,2024-01-19,Employee of the month bonus.
3072,3072,1772.42,2023-09-28,Employee of the month bonus.
3073,3073,1275.02,2024-04-04,Year-end performance bonus.
3074,3074,1514.24,2023-06-03,Employee of the month bonus.
3075,3075,1875.26,2024-02-15,Sales target achievement bonus.
3076,3076,1913.61,2023-09-15,Project completion bonus.
3077,3077,1463.57,2023-05-29,Project completion bonus.
3078,3078,1249.17,2024-01-09,Sales target achievement bonus.
3079,3079,898.75,2023-11-15,Holiday bonus.
3080,3080,962.51,2023-11-04,Holiday bonus.
3081,3081,944.53,2023-07-12,Holiday bonus.
3082,3082,1514.49,2023-10-14,Year-end performance bonus.
3083,3083,1386.08,2024-03-14,Project completion bonus.
3084,3084,1702.36,2023-12-17,Employee of the month bonus.
3085,3085,1051.3,2023-07-27,Year-end performance bonus.
3086,3086,656.45,2023-11-16,Employee of the month bonus.
3087,3087,952.83,2023-11-21,Project completion bonus.
3088,3088,1925.08,2024-05-01,Employee of the month bonus.
3089,3089,1419.48,2023-12-14,Project completion bonus.
3090,3090,587.27,2024-05-06,Sales target achievement bonus.
3091,3091,725.65,2023-09-22,Employee of the month bonus.
3092,3092,1598.46,2023-08-13,Holiday bonus.
3093,3093,1701.37,2024-01-19,Employee of the month bonus.
3094,3094,1661.86,2023-07-05,Year-end performance bonus.
3095,3095,1324.83,2023-07-31,Holiday bonus.
3096,3096,1831.91,2024-05-05,Employee of the month bonus.
3097,3097,1611.45,2024-04-04,Project completion bonus.
3098,3098,1860.64,2024-01-23,Sales target achievement bonus.
3099,3099,1773.33,2023-11-23,Sales target achievement bonus.
3100,3100,626.71,2023-07-05,Project completion bonus.
3101,3101,1640.81,2023-06-01,Holiday bonus.
3102,3102,1411.26,2023-11-07,Employee of the month bonus.
3103,3103,1346.26,2024-03-23,Sales target achievement bonus.
3104,3104,1273.39,2023-11-28,Employee of the month bonus.
3105,3105,1170.21,2024-03-30,Year-end performance bonus.
3106,3106,1071.79,2023-09-11,Project completion bonus.
3107,3107,1654.93,2024-04-15,Employee of the month bonus.
3108,3108,1291.9,2023-06-10,Holiday bonus.
3109,3109,1509.8,2024-02-28,Year-end performance bonus.
3110,3110,866.03,2023-07-09,Project completion bonus.
3111,3111,538.05,2023-12-24,Holiday bonus.
3112,3112,1730.38,2023-10-22,Employee of the month bonus.
3113,3113,1626.9,2024-01-13,Project completion bonus.
3114,3114,1035.46,2024-04-01,Year-end performance bonus.
3115,3115,1399.56,2023-06-29,Project completion bonus.
3116,3116,613.08,2023-07-13,Year-end performance bonus.
3117,3117,738.31,2024-01-01,Employee of the month bonus.
3118,3118,1229.82,2024-01-16,Sales target achievement bonus.
3119,3119,1535.15,2023-09-18,Sales target achievement bonus.
3120,3120,1018.6,2024-02-20,Project completion bonus.
3121,3121,628.5,2023-12-28,Employee of the month bonus.
3122,3122,1804.1,2023-07-14,Holiday bonus.
3123,3123,957.64,2023-12-19,Year-end performance bonus.
3124,3124,966.7,2024-03-30,Employee of the month bonus.
3125,3125,1094.8,2023-12-26,Project completion bonus.
3126,3126,556.6,2023-06-15,Sales target achievement bonus.
3127,3127,987.76,2024-04-25,Sales target achievement bonus.
3128,3128,1760.6,2023-11-21,Employee of the month bonus.
3129,3129,1852.83,2023-09-06,Employee of the month bonus.
3130,3130,1823.64,2024-01-25,Holiday bonus.
3131,3131,521.08,2023-11-08,Holiday bonus.
3132,3132,1514.25,2024-04-27,Holiday bonus.
3133,3133,719.0,2024-04-06,Holiday bonus.
3134,3134,1242.07,2024-04-02,Holiday bonus.
3135,3135,1490.08,2024-02-02,Sales target achievement bonus.
3136,3136,1420.31,2024-02-03,Sales target achievement bonus.
3137,3137,1262.16,2023-12-10,Sales target achievement bonus.
3138,3138,810.45,2023-09-11,Sales target achievement bonus.
3139,3139,583.63,2023-09-06,Employee of the month bonus.
3140,3140,540.14,2023-07-28,Employee of the month bonus.
3141,3141,1843.79,2023-12-05,Year-end performance bonus.
3142,3142,1418.46,2024-02-26,Holiday bonus.
3143,3143,531.19,2024-03-16,Employee of the month bonus.
3144,3144,1429.59,2023-07-01,Holiday bonus.
3145,3145,1296.42,2023-11-20,Employee of the month bonus.
3146,3146,1451.73,2023-12-19,Holiday bonus.
3147,3147,1620.39,2023-12-26,Holiday bonus.
3148,3148,1298.12,2024-03-13,Holiday bonus.
3149,3149,801.87,2023-11-09,Project completion bonus.
3150,3150,1145.82,2024-02-14,Holiday bonus.
3151,3151,1973.96,2023-10-27,Holiday bonus.
3152,3152,1120.03,2023-06-14,Year-end performance bonus.
3153,3153,1701.41,2023-06-10,Project completion bonus.
3154,3154,1653.38,2024-02-11,Project completion bonus.
3155,3155,1520.57,2023-08-07,Holiday bonus.
3156,3156,1541.73,2024-03-28,Project completion bonus.
3157,3157,523.74,2024-04-17,Project completion bonus.
3158,3158,1348.38,2023-07-28,Sales target achievement bonus.
3159,3159,1974.34,2024-01-25,Year-end performance bonus.
3160,3160,1484.37,2023-10-10,Sales target achievement bonus.
3161,3161,1228.9,2023-12-12,Project completion bonus.
3162,3162,1483.47,2023-10-29,Year-end performance bonus.
3163,3163,1935.72,2023-08-13,Employee of the month bonus.
3164,3164,1679.76,2023-06-19,Sales target achievement bonus.
3165,3165,1062.67,2023-11-10,Project completion bonus.
3166,3166,790.0,2023-10-07,Holiday bonus.
3167,3167,590.53,2024-02-24,Sales target achievement bonus.
3168,3168,1526.81,2024-02-09,Employee of the month bonus.
3169,3169,773.82,2024-05-22,Employee of the month bonus.
3170,3170,1875.78,2023-07-02,Sales target achievement bonus.
3171,3171,978.82,2023-10-29,Sales target achievement bonus.
3172,3172,1198.42,2024-01-30,Holiday bonus.
3173,3173,518.66,2023-11-28,Employee of the month bonus.
3174,3174,1421.3,2024-02-18,Employee of the month bonus.
3175,3175,687.1,2023-06-18,Sales target achievement bonus.
3176,3176,830.7,2024-03-04,Sales target achievement bonus.
3177,3177,1765.99,2024-02-03,Project completion bonus.
3178,3178,1863.62,2023-10-22,Year-end performance bonus.
3179,3179,1766.8,2024-03-08,Sales target achievement bonus.
3180,3180,713.94,2024-03-07,Project completion bonus.
3181,3181,528.18,2023-06-10,Sales target achievement bonus.
3182,3182,1878.54,2024-02-25,Project completion bonus.
3183,3183,596.96,2024-01-02,Project completion bonus.
3184,3184,1234.06,2024-01-02,Project completion bonus.
3185,3185,850.93,2023-11-25,Sales target achievement bonus.
3186,3186,1910.4,2024-01-08,Holiday bonus.
3187,3187,1106.56,2024-03-22,Year-end performance bonus.
3188,3188,1262.79,2023-12-18,Employee of the month bonus.
