GoalID,EmployeeID,GoalDescription,StartDate,EndDate,Status,Progress
3219,3219,Increase customer satisfaction score by 10% within the next 6 months.,2023-11-11,2024-04-29,Not Started,25.51
3220,3220,Develop a new training program for new hires within the next quarter.,2023-12-21,2024-01-09,Completed,57.28
3221,3221,Reduce the error rate in data processing by 5% by the end of the year.,2024-04-17,2024-06-16,Completed,58.32
3222,3222,Develop a new training program for new hires within the next quarter.,2023-12-12,2024-04-11,Completed,67.33
3223,3223,Increase customer satisfaction score by 10% within the next 6 months.,2023-06-15,2023-08-22,In Progress,85.53
3224,3224,Increase customer satisfaction score by 10% within the next 6 months.,2024-04-17,2024-07-26,In Progress,3.17
3225,3225,Develop a new training program for new hires within the next quarter.,2024-01-08,2024-03-05,Not Started,35.89
3226,3226,Complete the new feature development by the end of Q2.,2024-01-25,2024-03-10,Not Started,70.97
3227,3227,Complete the new feature development by the end of Q2.,2023-06-15,2023-12-02,Not Started,24.63
3228,3228,Reduce the error rate in data processing by 5% by the end of the year.,2024-04-26,2024-08-17,Completed,56.92
3229,3229,Reduce the error rate in data processing by 5% by the end of the year.,2024-04-20,2024-08-02,In Progress,58.58
3230,3230,Increase customer satisfaction score by 10% within the next 6 months.,2024-04-15,2024-04-21,On Hold,22.94
3231,3231,Complete the new feature development by the end of Q2.,2024-03-01,2024-08-05,In Progress,99.43
3232,3232,Develop a new training program for new hires within the next quarter.,2023-10-05,2023-12-11,On Hold,32.68
3233,3233,Achieve a 20% increase in sales in the next quarter.,2024-02-15,2024-07-12,Not Started,77.97
3234,3234,Achieve a 20% increase in sales in the next quarter.,2023-07-06,2023-11-14,On Hold,56.44
3235,3235,Increase customer satisfaction score by 10% within the next 6 months.,2023-07-25,2023-08-20,Not Started,45.28
3236,3236,Develop a new training program for new hires within the next quarter.,2023-06-25,2023-09-22,On Hold,48.37
3237,3237,Reduce the error rate in data processing by 5% by the end of the year.,2024-02-11,2024-04-09,In Progress,81.36
3238,3238,Reduce the error rate in data processing by 5% by the end of the year.,2024-05-01,2024-05-23,Completed,75.46
3239,3239,Reduce the error rate in data processing by 5% by the end of the year.,2024-02-11,2024-04-22,Completed,36.02
3240,3240,Develop a new training program for new hires within the next quarter.,2024-05-08,2024-08-11,On Hold,12.46
3241,3241,Complete the new feature development by the end of Q2.,2024-01-03,2024-05-29,On Hold,71.03
3242,3242,Reduce the error rate in data processing by 5% by the end of the year.,2023-12-21,2024-02-03,On Hold,14.91
3243,3243,Complete the new feature development by the end of Q2.,2023-12-07,2024-04-08,Completed,67.12
3244,3244,Reduce the error rate in data processing by 5% by the end of the year.,2024-02-28,2024-07-16,Not Started,91.08
3245,3245,Achieve a 20% increase in sales in the next quarter.,2023-10-10,2023-12-14,On Hold,8.97
3246,3246,Reduce the error rate in data processing by 5% by the end of the year.,2024-04-03,2024-07-19,On Hold,24.44
3247,3247,Achieve a 20% increase in sales in the next quarter.,2023-10-29,2024-02-25,Not Started,79.98
3248,3248,Complete the new feature development by the end of Q2.,2024-04-15,2024-04-19,Completed,12.77
3249,3249,Complete the new feature development by the end of Q2.,2023-06-26,2023-07-11,Not Started,94.27
3250,3250,Develop a new training program for new hires within the next quarter.,2023-11-29,2023-11-29,Not Started,38.09
3251,3251,Increase customer satisfaction score by 10% within the next 6 months.,2024-01-31,2024-02-16,In Progress,32.96
3252,3252,Complete the new feature development by the end of Q2.,2023-09-09,2023-12-22,Not Started,18.38
3253,3253,Reduce the error rate in data processing by 5% by the end of the year.,2023-12-09,2024-04-18,In Progress,96.33
3254,3254,Reduce the error rate in data processing by 5% by the end of the year.,2024-04-23,2024-09-27,Not Started,56.83
3255,3255,Reduce the error rate in data processing by 5% by the end of the year.,2024-03-13,2024-07-30,Not Started,0.61
3256,3256,Achieve a 20% increase in sales in the next quarter.,2023-06-19,2023-10-04,Completed,34.5
3257,3257,Develop a new training program for new hires within the next quarter.,2023-11-21,2024-01-17,Completed,72.68
3258,3258,Increase customer satisfaction score by 10% within the next 6 months.,2023-07-03,2023-08-25,Not Started,63.26
3259,3259,Complete the new feature development by the end of Q2.,2023-07-03,2023-11-03,Not Started,8.14
3260,3260,Complete the new feature development by the end of Q2.,2024-02-29,2024-03-17,In Progress,63.97
3261,3261,Reduce the error rate in data processing by 5% by the end of the year.,2023-07-07,2023-11-02,In Progress,62.64
3262,3262,Complete the new feature development by the end of Q2.,2023-09-30,2023-11-18,Not Started,82.13
3263,3263,Increase customer satisfaction score by 10% within the next 6 months.,2024-01-30,2024-02-09,In Progress,1.48
3264,3264,Increase customer satisfaction score by 10% within the next 6 months.,2024-03-01,2024-04-21,Not Started,68.57
3265,3265,Develop a new training program for new hires within the next quarter.,2024-01-10,2024-04-26,Not Started,46.71
3266,3266,Reduce the error rate in data processing by 5% by the end of the year.,2023-09-06,2024-01-05,In Progress,10.23
3267,3267,Develop a new training program for new hires within the next quarter.,2024-04-06,2024-07-16,On Hold,21.58
3268,3268,Achieve a 20% increase in sales in the next quarter.,2023-06-25,2023-07-12,Completed,47.79
3269,3269,Reduce the error rate in data processing by 5% by the end of the year.,2023-10-25,2024-01-20,On Hold,21.98
3270,3270,Achieve a 20% increase in sales in the next quarter.,2024-04-09,2024-06-23,Completed,56.58
3271,3271,Develop a new training program for new hires within the next quarter.,2023-10-02,2024-02-24,Not Started,51.43
3272,3272,Develop a new training program for new hires within the next quarter.,2023-12-28,2024-03-04,In Progress,9.02
3273,3273,Develop a new training program for new hires within the next quarter.,2023-08-27,2023-10-11,On Hold,26.27
3274,3274,Reduce the error rate in data processing by 5% by the end of the year.,2023-06-19,2023-06-23,In Progress,12.04
3275,3275,Increase customer satisfaction score by 10% within the next 6 months.,2023-06-01,2023-09-10,Not Started,82.55
3276,3276,Complete the new feature development by the end of Q2.,2024-01-23,2024-06-29,Completed,3.82
3277,3277,Increase customer satisfaction score by 10% within the next 6 months.,2024-02-24,2024-06-13,Completed,23.73
3278,3278,Reduce the error rate in data processing by 5% by the end of the year.,2023-06-04,2023-08-10,Not Started,62.45
3279,3279,Increase customer satisfaction score by 10% within the next 6 months.,2024-03-26,2024-07-02,Not Started,1.84
3280,3280,Increase customer satisfaction score by 10% within the next 6 months.,2023-07-16,2023-09-16,On Hold,92.75
3281,3281,Increase customer satisfaction score by 10% within the next 6 months.,2023-12-07,2023-12-14,Completed,73.73
3282,3282,Develop a new training program for new hires within the next quarter.,2024-05-09,2024-07-10,Not Started,46.57
3283,3283,Achieve a 20% increase in sales in the next quarter.,2023-10-12,2023-11-09,On Hold,44.19
3284,3284,Reduce the error rate in data processing by 5% by the end of the year.,2023-09-16,2024-01-23,On Hold,4.19
3285,3285,Achieve a 20% increase in sales in the next quarter.,2023-09-10,2023-12-24,Not Started,57.95
3286,3286,Complete the new feature development by the end of Q2.,2024-01-06,2024-06-26,In Progress,43.86
3287,3287,Develop a new training program for new hires within the next quarter.,2023-11-12,2024-05-09,On Hold,78.06
3288,3288,Complete the new feature development by the end of Q2.,2023-10-31,2024-03-23,Not Started,18.68
3289,3289,Increase customer satisfaction score by 10% within the next 6 months.,2024-01-11,2024-04-30,Completed,67.15
3290,3290,Reduce the error rate in data processing by 5% by the end of the year.,2024-03-18,2024-05-08,On Hold,21.11
3291,3291,Achieve a 20% increase in sales in the next quarter.,2023-08-17,2023-10-10,Not Started,53.55
3292,3292,Reduce the error rate in data processing by 5% by the end of the year.,2024-02-20,2024-07-31,Not Started,34.34
3293,3293,Increase customer satisfaction score by 10% within the next 6 months.,2023-07-07,2023-11-18,Completed,54.76
3294,3294,Complete the new feature development by the end of Q2.,2023-12-18,2024-02-03,Not Started,30.88
3295,3295,Reduce the error rate in data processing by 5% by the end of the year.,2023-11-03,2023-11-30,Not Started,7.1
3296,3296,Reduce the error rate in data processing by 5% by the end of the year.,2024-04-25,2024-08-30,Completed,72.83
3297,3297,Complete the new feature development by the end of Q2.,2023-05-27,2023-08-20,Completed,12.09
3298,3298,Achieve a 20% increase in sales in the next quarter.,2023-10-16,2024-03-23,In Progress,89.77
3299,3299,Complete the new feature development by the end of Q2.,2023-08-21,2024-01-17,Not Started,52.59
3300,3300,Reduce the error rate in data processing by 5% by the end of the year.,2023-11-03,2024-03-27,Not Started,65.71
3301,3301,Develop a new training program for new hires within the next quarter.,2023-12-16,2024-01-30,In Progress,61.36
3302,3302,Develop a new training program for new hires within the next quarter.,2023-08-25,2023-12-19,In Progress,61.53
3303,3303,Develop a new training program for new hires within the next quarter.,2023-08-28,2023-11-17,Not Started,55.36
3304,3304,Reduce the error rate in data processing by 5% by the end of the year.,2023-05-23,2023-06-03,In Progress,95.41
3305,3305,Reduce the error rate in data processing by 5% by the end of the year.,2024-02-23,2024-04-12,In Progress,37.88
3306,3306,Reduce the error rate in data processing by 5% by the end of the year.,2023-09-14,2023-11-19,In Progress,27.52
3307,3307,Reduce the error rate in data processing by 5% by the end of the year.,2024-01-25,2024-05-24,In Progress,83.67
3308,3308,Reduce the error rate in data processing by 5% by the end of the year.,2024-01-11,2024-03-25,In Progress,10.2
3309,3309,Achieve a 20% increase in sales in the next quarter.,2023-12-16,2024-01-07,Completed,13.02
3310,3310,Develop a new training program for new hires within the next quarter.,2024-03-10,2024-04-01,Not Started,1.1
3311,3311,Complete the new feature development by the end of Q2.,2024-04-10,2024-08-04,Not Started,45.03
3312,3312,Increase customer satisfaction score by 10% within the next 6 months.,2023-07-01,2023-10-01,Completed,29.69
3313,3313,Develop a new training program for new hires within the next quarter.,2024-01-13,2024-06-16,On Hold,28.22
3314,3314,Develop a new training program for new hires within the next quarter.,2023-08-24,2024-02-08,In Progress,66.29
3315,3315,Develop a new training program for new hires within the next quarter.,2024-04-05,2024-07-28,Completed,85.47
3316,3316,Reduce the error rate in data processing by 5% by the end of the year.,2023-06-24,2023-09-29,In Progress,41.47
3317,3317,Increase customer satisfaction score by 10% within the next 6 months.,2023-12-20,2024-04-30,In Progress,92.6
3318,3318,Increase customer satisfaction score by 10% within the next 6 months.,2023-07-06,2023-10-02,Not Started,48.49
3319,3319,Develop a new training program for new hires within the next quarter.,2024-02-24,2024-05-12,In Progress,4.21
3320,3320,Increase customer satisfaction score by 10% within the next 6 months.,2023-05-23,2023-10-21,Not Started,91.85
3321,3321,Increase customer satisfaction score by 10% within the next 6 months.,2023-06-22,2023-09-29,In Progress,84.68
3322,3322,Achieve a 20% increase in sales in the next quarter.,2023-11-21,2023-11-24,On Hold,86.9
3323,3323,Increase customer satisfaction score by 10% within the next 6 months.,2024-05-08,2024-10-07,In Progress,22.65
3324,3324,Complete the new feature development by the end of Q2.,2023-05-31,2023-07-16,In Progress,3.25
3325,3325,Complete the new feature development by the end of Q2.,2024-01-21,2024-02-27,In Progress,42.19
3326,3326,Achieve a 20% increase in sales in the next quarter.,2023-11-05,2023-12-11,In Progress,68.97
3327,3327,Complete the new feature development by the end of Q2.,2023-08-05,2023-11-13,Completed,73.66
3328,3328,Complete the new feature development by the end of Q2.,2023-10-25,2024-02-04,Completed,71.41
3329,3329,Increase customer satisfaction score by 10% within the next 6 months.,2023-09-22,2024-03-06,Not Started,27.47
3330,3330,Complete the new feature development by the end of Q2.,2023-07-31,2023-09-12,Not Started,35.86
3331,3331,Reduce the error rate in data processing by 5% by the end of the year.,2023-09-30,2023-10-11,On Hold,22.63
3332,3332,Complete the new feature development by the end of Q2.,2024-05-07,2024-05-20,On Hold,9.05
3333,3333,Increase customer satisfaction score by 10% within the next 6 months.,2023-12-12,2024-04-14,Completed,12.71
3334,3334,Increase customer satisfaction score by 10% within the next 6 months.,2023-11-20,2024-02-19,On Hold,95.57
3335,3335,Achieve a 20% increase in sales in the next quarter.,2023-12-15,2024-06-06,In Progress,93.68
3336,3336,Reduce the error rate in data processing by 5% by the end of the year.,2023-10-09,2024-02-04,On Hold,65.58
3337,3337,Complete the new feature development by the end of Q2.,2023-07-01,2023-08-06,Completed,69.49
3338,3338,Achieve a 20% increase in sales in the next quarter.,2023-12-04,2024-05-24,Not Started,24.95
3339,3339,Develop a new training program for new hires within the next quarter.,2024-02-02,2024-06-15,Completed,10.97
